"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2021","1,714.40","1,684.10","1,714.90","1,676.80","1.16K","1.74%"
"04/01/2021","1,727.30","1,707.90","1,730.40","1,705.70","1.32K","0.75%"
"04/05/2021","1,727.70","1,726.60","1,733.20","1,720.90","0.43K","0.02%"
"04/06/2021","1,742.00","1,727.30","1,745.00","1,727.30","0.79K","0.83%"
"04/07/2021","1,740.50","1,743.00","1,743.00","1,730.50","0.36K","-0.09%"
"04/08/2021","1,757.10","1,737.50","1,758.30","1,733.60","0.69K","0.95%"
"04/09/2021","1,743.80","1,755.30","1,757.10","1,731.00","0.64K","-0.76%"
"04/12/2021","1,731.60","1,742.40","1,743.20","1,726.10","0.33K","-0.70%"
"04/13/2021","1,746.50","1,732.00","1,748.40","1,722.50","0.60K","0.86%"
"04/14/2021","1,735.30","1,745.00","1,749.00","1,731.60","0.63K","-0.64%"
"04/15/2021","1,765.80","1,735.30","1,768.60","1,733.70","0.58K","1.76%"
"04/16/2021","1,779.30","1,764.20","1,783.50","1,759.70","0.45K","0.76%"
"04/19/2021","1,769.70","1,777.20","1,789.40","1,766.20","0.70K","-0.54%"
"04/20/2021","1,777.60","1,769.50","1,779.20","1,763.00","1.09K","0.45%"
"04/21/2021","1,792.70","1,777.40","1,797.70","1,776.00","0.74K","0.85%"
"04/22/2021","1,781.50","1,794.50","1,797.20","1,776.80","0.29K","-0.62%"
"04/23/2021","1,777.30","1,784.00","1,795.20","1,771.50","0.37K","-0.24%"
"04/26/2021","1,779.40","1,775.00","1,782.50","1,768.20","0.75K","0.12%"
"04/27/2021","1,778.20","1,780.30","1,784.30","1,773.90","0.27K","-0.07%"
"04/28/2021","1,773.50","1,775.50","1,780.00","1,762.50","0.76K","-0.26%"
"04/29/2021","1,768.30","1,781.90","1,789.90","1,754.60","231.52K","-0.29%"
"04/30/2021","1,767.70","1,772.40","1,773.30","1,763.30","167.29K","-0.03%"
"05/03/2021","1,791.80","1,768.10","1,798.90","1,765.60","204.54K","1.36%"
"05/04/2021","1,776.00","1,793.20","1,799.50","1,769.20","246.59K","-0.88%"
"05/05/2021","1,784.30","1,778.40","1,788.10","1,769.30","178.81K","0.47%"
"05/06/2021","1,815.70","1,787.00","1,818.60","1,781.80","287.63K","1.76%"
"05/07/2021","1,831.30","1,815.40","1,844.60","1,813.40","367.70K","0.86%"
"05/10/2021","1,837.60","1,835.40","1,846.30","1,830.50","269.71K","0.34%"
"05/11/2021","1,836.10","1,836.20","1,842.50","1,817.80","311.10K","-0.08%"
"05/12/2021","1,822.80","1,838.20","1,844.70","1,813.00","339.21K","-0.72%"
"05/13/2021","1,824.00","1,816.20","1,829.10","1,808.40","249.93K","0.07%"
"05/14/2021","1,838.10","1,826.40","1,847.10","1,819.00","224.38K","0.77%"
"05/17/2021","1,867.60","1,845.90","1,869.30","1,841.10","267.71K","1.60%"
"05/18/2021","1,868.00","1,867.30","1,875.90","1,863.50","229.02K","0.02%"
"05/19/2021","1,881.50","1,870.20","1,891.30","1,852.20","398.21K","0.72%"
"05/20/2021","1,881.90","1,869.90","1,885.30","1,864.20","223.57K","0.02%"
"05/21/2021","1,876.70","1,878.10","1,890.30","1,870.30","234.29K","-0.28%"
"05/24/2021","1,884.50","1,883.50","1,887.90","1,875.70","183.31K","0.42%"
"05/25/2021","1,898.00","1,881.20","1,901.20","1,873.20","316.67K","0.72%"
"05/26/2021","1,901.20","1,900.00","1,913.30","1,890.70","170.53K","0.17%"
"05/27/2021","1,896.90","1,898.00","1,904.50","1,890.00","1.13K","-0.23%"
"05/28/2021","1,904.00","1,898.30","1,907.30","1,883.10","1.50K","0.37%"
"05/31/2021","1,905.00","1,906.80","1,919.20","1,894.50","290.65K","0.05%"
"06/01/2021","1,903.70","1,905.90","1,917.40","1,893.20","2.09K","-0.07%"
"06/02/2021","1,908.70","1,900.20","1,910.30","1,895.20","1.34K","0.26%"
"06/03/2021","1,872.10","1,909.60","1,909.60","1,866.40","1.35K","-1.92%"
"06/04/2021","1,890.80","1,872.10","1,897.30","1,855.00","0.96K","1.00%"
"06/07/2021","1,897.60","1,893.30","1,901.40","1,882.50","0.64K","0.36%"
"06/08/2021","1,893.10","1,900.60","1,904.90","1,885.00","1.57K","-0.24%"
"06/09/2021","1,894.20","1,893.00","1,900.40","1,888.00","0.69K","0.06%"
"06/10/2021","1,895.20","1,890.20","1,901.00","1,871.30","0.98K","0.05%"
"06/11/2021","1,878.40","1,900.30","1,904.50","1,875.00","0.82K","-0.89%"
"06/14/2021","1,864.60","1,878.30","1,878.30","1,844.80","1.22K","-0.73%"
"06/15/2021","1,855.20","1,866.80","1,868.80","1,852.10","0.36K","-0.50%"
"06/16/2021","1,860.20","1,859.80","1,864.20","1,804.20","1.69K","0.27%"
"06/17/2021","1,774.50","1,811.40","1,824.00","1,767.90","3.63K","-4.61%"
"06/18/2021","1,768.40","1,774.00","1,796.50","1,761.40","1.36K","-0.34%"
"06/21/2021","1,782.30","1,763.80","1,785.40","1,763.80","0.69K","0.79%"
"06/22/2021","1,776.50","1,785.30","1,789.00","1,771.10","0.83K","-0.33%"
"06/23/2021","1,782.50","1,777.20","1,794.50","1,772.90","0.50K","0.34%"
"06/24/2021","1,775.80","1,778.00","1,787.20","1,772.50","0.49K","-0.38%"
"06/25/2021","1,777.00","1,776.00","1,789.90","1,772.90","0.52K","0.07%"
"06/28/2021","1,779.80","1,780.30","1,783.50","1,770.00","0.89K","0.16%"
"06/29/2021","1,763.60","1,778.80","1,779.20","1,750.10","239.91K","-0.91%"
"06/30/2021","1,771.60","1,761.90","1,774.70","1,753.20","177.89K","0.45%"
"07/01/2021","1,776.80","1,770.80","1,783.40","1,765.90","171.44K","0.29%"
"07/02/2021","1,783.30","1,777.50","1,795.90","1,774.40","205.86K","0.37%"
"07/05/2021","1,794.20","1,787.50","1,815.70","1,784.70","276.60K","0.61%"
"07/06/2021","1,794.20","1,787.50","1,815.70","1,784.70","276.60K","0.00%"
"07/07/2021","1,802.10","1,797.00","1,810.20","1,794.10","171.08K","0.44%"
"07/08/2021","1,800.20","1,803.80","1,819.50","1,793.50","249.34K","-0.11%"
"07/09/2021","1,810.60","1,803.20","1,813.00","1,796.60","185.58K","0.58%"
"07/12/2021","1,805.90","1,808.50","1,811.00","1,791.00","201.42K","-0.26%"
"07/13/2021","1,809.90","1,806.70","1,818.00","1,798.70","242.18K","0.22%"
"07/14/2021","1,825.00","1,808.30","1,831.10","1,804.90","229.88K","0.83%"
"07/15/2021","1,829.00","1,828.70","1,835.00","1,820.60","175.61K","0.22%"
"07/16/2021","1,815.00","1,830.70","1,832.70","1,809.50","184.66K","-0.77%"
"07/19/2021","1,809.20","1,811.60","1,818.00","1,795.00","249.68K","-0.32%"
"07/20/2021","1,811.40","1,813.50","1,825.90","1,805.20","221.14K","0.12%"
"07/21/2021","1,803.40","1,810.60","1,814.40","1,794.30","218.64K","-0.44%"
"07/22/2021","1,805.40","1,803.90","1,808.40","1,791.90","193.32K","0.11%"
"07/23/2021","1,801.80","1,807.70","1,810.70","1,789.10","236.76K","-0.20%"
"07/26/2021","1,799.20","1,802.30","1,812.00","1,796.00","204.55K","-0.14%"
"07/27/2021","1,799.80","1,797.10","1,805.40","1,792.80","177.04K","0.03%"
"07/28/2021","1,799.70","1,798.60","1,809.00","1,790.70","209.78K","-0.01%"
"07/29/2021","1,832.30","1,807.80","1,833.80","1,807.50","3.65K","1.81%"
"07/30/2021","1,813.50","1,829.20","1,831.60","1,809.80","1.64K","-1.03%"
"08/02/2021","1,818.70","1,813.40","1,819.60","1,804.90","0.79K","0.29%"
"08/03/2021","1,810.70","1,813.10","1,814.00","1,806.50","0.46K","-0.44%"
"08/04/2021","1,811.20","1,810.50","1,832.10","1,805.00","2.01K","0.03%"
"08/05/2021","1,805.70","1,811.40","1,814.30","1,796.70","0.90K","-0.30%"
"08/06/2021","1,760.30","1,803.70","1,803.70","1,756.80","1.99K","-2.51%"
"08/09/2021","1,723.80","1,762.80","1,762.80","1,690.10","1.82K","-2.07%"
"08/10/2021","1,729.00","1,728.60","1,736.50","1,716.00","0.71K","0.30%"
"08/11/2021","1,750.80","1,727.40","1,754.00","1,723.10","0.95K","1.26%"
"08/12/2021","1,749.30","1,750.90","1,756.50","1,740.10","0.30K","-0.09%"
"08/13/2021","1,775.50","1,752.00","1,778.60","1,751.30","1.00K","1.50%"
"08/16/2021","1,787.20","1,777.70","1,787.90","1,770.40","0.86K","0.66%"
"08/17/2021","1,785.50","1,786.50","1,794.50","1,779.60","1.12K","-0.10%"
"08/18/2021","1,782.10","1,785.70","1,793.00","1,776.50","0.56K","-0.19%"
"08/19/2021","1,780.60","1,787.20","1,792.20","1,774.00","0.40K","-0.08%"
"08/20/2021","1,781.40","1,779.50","1,787.80","1,778.00","0.62K","0.04%"
"08/23/2021","1,803.60","1,780.70","1,805.50","1,775.90","0.78K","1.25%"
"08/24/2021","1,805.90","1,804.80","1,809.40","1,800.00","0.50K","0.13%"
"08/25/2021","1,788.20","1,802.10","1,802.10","1,782.50","0.91K","-0.98%"
"08/26/2021","1,792.40","1,790.00","1,796.10","1,780.70","0.57K","0.23%"
"08/27/2021","1,816.60","1,794.60","1,818.70","1,786.70","1.22K","1.35%"
"08/30/2021","1,809.80","1,819.00","1,823.60","1,807.80","2.78K","-0.37%"
"08/31/2021","1,815.80","1,810.00","1,819.50","1,801.30","5.15K","0.33%"
"09/01/2021","1,813.80","1,815.00","1,820.20","1,808.80","5.39K","-0.11%"
"09/02/2021","1,809.40","1,814.20","1,817.10","1,804.60","3.45K","-0.24%"
"09/03/2021","1,831.50","1,809.50","1,834.50","1,809.00","5.23K","1.22%"
"09/06/2021","1,798.50","1,833.50","1,833.50","1,793.70","252.48K","-1.80%"
"09/07/2021","1,796.30","1,831.50","1,831.50","1,791.80","8.86K","-0.12%"
"09/08/2021","1,791.20","1,794.10","1,802.20","1,780.80","3.91K","-0.28%"
"09/09/2021","1,797.80","1,789.50","1,800.80","1,783.70","6.41K","0.37%"
"09/10/2021","1,789.90","1,794.40","1,803.70","1,786.50","2.94K","-0.44%"
"09/13/2021","1,792.30","1,787.50","1,797.80","1,782.30","2.76K","0.13%"
"09/14/2021","1,805.00","1,792.80","1,808.40","1,778.60","5.78K","0.71%"
"09/15/2021","1,792.60","1,804.20","1,806.00","1,789.80","2.66K","-0.69%"
"09/16/2021","1,754.60","1,793.50","1,795.10","1,743.50","11.97K","-2.12%"
"09/17/2021","1,749.40","1,751.10","1,765.40","1,745.40","8.31K","-0.30%"
"09/20/2021","1,761.80","1,752.00","1,766.00","1,740.50","3.66K","0.71%"
"09/21/2021","1,776.10","1,763.40","1,780.80","1,756.30","11.49K","0.81%"
"09/22/2021","1,776.70","1,773.10","1,785.90","1,762.80","6.34K","0.03%"
"09/23/2021","1,747.70","1,766.90","1,774.50","1,736.30","10.63K","-1.63%"
"09/24/2021","1,749.70","1,741.30","1,755.60","1,738.30","9.36K","0.11%"
"09/27/2021","1,750.00","1,750.00","1,758.70","1,744.10","9.86K","0.02%"
"09/28/2021","1,735.90","1,748.10","1,751.90","1,726.40","15.75K","-0.81%"
"09/29/2021","1,722.20","1,733.50","1,745.10","1,721.50","0.84K","-0.79%"
"09/30/2021","1,756.30","1,725.90","1,763.40","1,723.30","0.39K","1.98%"
"10/01/2021","1,757.70","1,755.90","1,764.30","1,750.00","0.15K","0.08%"
"10/04/2021","1,766.90","1,760.40","1,769.50","1,747.30","0.55K","0.52%"
"10/05/2021","1,760.20","1,768.90","1,768.90","1,748.10","0.32K","-0.38%"
"10/06/2021","1,761.20","1,757.70","1,765.40","1,745.80","0.39K","0.06%"
"10/07/2021","1,758.60","1,763.30","1,766.20","1,753.20","0.47K","-0.15%"
"10/08/2021","1,756.80","1,757.10","1,780.60","1,755.00","0.62K","-0.10%"
"10/11/2021","1,755.10","1,754.00","1,759.80","1,752.30","0.12K","-0.10%"
"10/12/2021","1,758.70","1,752.30","1,769.50","1,751.40","0.55K","0.21%"
"10/13/2021","1,794.10","1,760.40","1,796.10","1,758.50","0.41K","2.01%"
"10/14/2021","1,797.30","1,793.00","1,800.70","1,788.10","0.43K","0.18%"
"10/15/2021","1,767.70","1,796.80","1,796.80","1,766.30","0.88K","-1.65%"
"10/18/2021","1,765.10","1,767.10","1,770.20","1,760.20","2.18K","-0.15%"
"10/19/2021","1,769.90","1,764.10","1,785.00","1,763.00","0.22K","0.27%"
"10/20/2021","1,784.40","1,768.50","1,789.00","1,768.40","0.32K","0.82%"
"10/21/2021","1,781.30","1,782.40","1,788.80","1,778.00","0.12K","-0.17%"
"10/22/2021","1,795.70","1,786.00","1,813.50","1,785.00","0.31K","0.81%"
"10/25/2021","1,806.20","1,793.50","1,810.10","1,793.30","0.22K","0.58%"
"10/26/2021","1,792.50","1,808.60","1,808.80","1,783.30","0.58K","-0.76%"
"10/27/2021","1,797.80","1,789.40","1,799.00","1,785.80","0.54K","0.30%"
"10/28/2021","1,802.60","1,798.70","1,812.70","1,793.10","220.88K","0.27%"
"10/29/2021","1,783.90","1,801.50","1,802.90","1,772.40","254.51K","-1.04%"
"11/01/2021","1,795.80","1,785.30","1,797.50","1,780.20","143.33K","0.67%"
"11/02/2021","1,789.40","1,794.80","1,797.80","1,787.40","145.79K","-0.36%"
"11/03/2021","1,763.90","1,789.20","1,789.30","1,758.50","257.43K","-1.43%"
"11/04/2021","1,793.50","1,769.90","1,800.30","1,769.30","222.61K","1.68%"
"11/05/2021","1,816.80","1,792.60","1,820.10","1,785.30","299.62K","1.30%"
"11/08/2021","1,828.00","1,820.60","1,828.30","1,813.80","200.41K","0.62%"
"11/09/2021","1,830.80","1,826.90","1,834.80","1,821.00","224.41K","0.15%"
"11/10/2021","1,848.30","1,834.50","1,870.60","1,823.00","352.79K","0.96%"
"11/11/2021","1,863.90","1,851.50","1,868.70","1,845.10","205.31K","0.84%"
"11/12/2021","1,868.50","1,864.30","1,871.40","1,847.50","201.36K","0.25%"
"11/15/2021","1,866.60","1,872.60","1,873.00","1,858.50","221.21K","-0.10%"
"11/16/2021","1,854.10","1,864.90","1,879.50","1,851.00","220.43K","-0.67%"
"11/17/2021","1,870.20","1,851.60","1,870.60","1,851.10","172.42K","0.87%"
"11/18/2021","1,861.40","1,869.50","1,873.30","1,856.60","186.06K","-0.47%"
"11/19/2021","1,851.60","1,860.80","1,868.10","1,844.20","234.08K","-0.53%"
"11/22/2021","1,806.30","1,848.30","1,850.40","1,802.40","352.86K","-2.45%"
"11/23/2021","1,783.80","1,807.10","1,812.50","1,781.70","311.35K","-1.25%"
"11/24/2021","1,784.30","1,789.80","1,796.20","1,777.40","203.24K","0.03%"
"11/25/2021","1,785.50","1,789.60","1,816.30","1,778.60","186.80K","0.07%"
"11/26/2021","1,785.50","1,789.60","1,816.30","1,778.60","186.80K","0.00%"
"11/29/2021","1,783.80","1,794.50","1,800.20","1,781.10","1.77K","-0.10%"
"11/30/2021","1,775.10","1,785.80","1,809.60","1,770.00","1.75K","-0.49%"
"12/01/2021","1,783.00","1,776.00","1,792.40","1,772.50","1.27K","0.45%"
"12/02/2021","1,761.60","1,782.20","1,782.50","1,761.80","0.93K","-1.20%"
"12/03/2021","1,782.90","1,770.40","1,785.90","1,765.90","0.84K","1.21%"
"12/06/2021","1,778.50","1,786.80","1,786.80","1,775.30","0.35K","-0.25%"
"12/07/2021","1,783.60","1,778.20","1,786.50","1,771.80","0.55K","0.29%"
"12/08/2021","1,784.50","1,784.00","1,790.90","1,779.80","1.04K","0.05%"
"12/09/2021","1,775.70","1,783.20","1,786.80","1,774.30","0.31K","-0.49%"
"12/10/2021","1,783.80","1,775.20","1,789.40","1,769.60","0.45K","0.46%"
"12/13/2021","1,787.30","1,783.00","1,790.20","1,781.60","0.36K","0.20%"
"12/14/2021","1,771.30","1,786.10","1,787.70","1,766.00","0.44K","-0.90%"
"12/15/2021","1,763.60","1,770.40","1,779.80","1,754.30","1.13K","-0.43%"
"12/16/2021","1,797.40","1,778.30","1,799.30","1,775.00","0.47K","1.92%"
"12/17/2021","1,804.10","1,800.10","1,814.10","1,796.50","0.79K","0.37%"
"12/20/2021","1,793.80","1,798.50","1,803.50","1,789.00","0.42K","-0.57%"
"12/21/2021","1,788.00","1,790.70","1,799.90","1,784.70","0.47K","-0.32%"
"12/22/2021","1,801.50","1,789.80","1,805.00","1,785.90","1.00K","0.76%"
"12/23/2021","1,811.00","1,804.90","1,810.80","1,799.80","0.77K","0.53%"
"12/27/2021","1,808.00","1,808.40","1,813.30","1,803.70","1.19K","-0.17%"
"12/28/2021","1,810.10","1,812.00","1,820.00","1,805.30","0.61K","0.12%"
"12/29/2021","1,804.80","1,805.00","1,807.10","1,788.40","0.62K","-0.29%"
"12/30/2021","1,814.10","1,805.60","1,818.10","1,796.20","113.43K","0.52%"
"12/31/2021","1,828.60","1,817.00","1,831.40","1,815.40","106.60K","0.80%"
